Customer ID,Monetary,Frequency,Recency,R_Score,F_Score,M_Score,RFM_Score,Segment
573,97,1,26.0,3,1,5,315,Lost
574,68,1,23.0,3,1,3,313,Lost
575,79,1,20.0,4,1,4,414,Potential Loyalists
576,86,1,38.0,2,1,5,215,Hibernating
577,68,1,5.0,5,1,3,513,Potential Loyalists
578,52,1,41.0,1,1,3,113,Hibernating
579,90,1,22.0,3,1,5,315,Lost
580,41,1,48.0,1,1,2,112,Lost
581,80,1,10.0,5,1,4,514,Potential Loyalists
582,100,1,12.0,4,1,5,415,Potential Loyalists
583,77,1,2.0,5,1,4,514,Potential Loyalists
584,78,1,38.0,2,1,4,214,Hibernating
585,94,1,20.0,4,1,5,415,Potential Loyalists
586,23,1,5.0,5,1,1,511,Potential Loyalists
587,20,1,9.0,5,1,1,511,Potential Loyalists
588,86,1,48.0,1,1,5,115,Hibernating
589,60,1,9.0,5,1,3,513,Potential Loyalists
590,70,1,40.0,2,1,4,214,Hibernating
591,39,1,30.0,3,1,2,312,Lost
592,37,1,6.0,5,1,2,512,Potential Loyalists
593,29,1,42.0,1,1,1,111,Lost
594,35,1,9.0,5,1,1,511,Potential Loyalists
595,83,1,6.0,5,1,4,514,Potential Loyalists
596,77,1,47.0,1,1,4,114,Hibernating
597,37,1,36.0,2,1,2,212,Lost
598,69,1,19.0,4,1,4,414,Potential Loyalists
599,66,1,30.0,3,1,3,313,Lost
600,26,1,27.0,3,1,1,311,Lost
601,63,1,25.0,3,1,3,313,Lost
602,38,1,5.0,5,1,2,512,Potential Loyalists
603,58,1,10.0,5,1,3,513,Potential Loyalists
604,46,1,26.0,3,1,2,312,Lost
605,92,1,11.0,4,1,5,415,Potential Loyalists
606,32,1,17.0,4,1,1,411,Potential Loyalists
607,90,1,44.0,1,1,5,115,Hibernating
608,23,1,44.0,1,1,1,111,Lost
609,25,1,21.0,3,1,1,311,Lost
610,54,1,49.0,1,1,3,113,Hibernating
611,72,1,27.0,3,1,4,314,Lost
612,33,1,19.0,4,1,1,411,Potential Loyalists
613,43,1,33.0,2,1,2,212,Lost
614,51,1,46.0,1,1,2,112,Lost
615,85,1,21.0,3,1,5,315,Lost
616,100,1,23.0,3,1,5,315,Lost
617,72,1,38.0,2,1,4,214,Hibernating
618,57,1,2.0,5,1,3,513,Potential Loyalists
619,94,1,21.0,3,1,5,315,Lost
620,34,1,1.0,5,1,1,511,Potential Loyalists
621,89,1,10.0,5,1,5,515,Potential Loyalists
622,27,1,45.0,1,1,1,111,Lost
623,63,1,44.0,1,1,3,113,Hibernating
624,70,1,48.0,1,1,4,114,Hibernating
625,87,1,21.0,3,1,5,315,Lost
626,79,1,1.0,5,1,4,514,Potential Loyalists
627,79,1,10.0,5,1,4,514,Potential Loyalists
628,44,1,24.0,3,1,2,312,Lost
629,85,1,29.0,3,1,5,315,Lost
630,90,1,11.0,4,1,5,415,Potential Loyalists
631,94,1,33.0,2,1,5,215,Hibernating
632,68,1,27.0,3,1,3,313,Lost
633,51,1,19.0,4,1,2,412,Potential Loyalists
634,33,1,50.0,1,1,1,111,Lost
635,60,1,46.0,1,1,3,113,Hibernating
636,59,1,28.0,3,1,3,313,Lost
637,30,1,14.0,4,1,1,411,Potential Loyalists
638,20,1,46.0,1,1,1,111,Lost
639,20,1,41.0,1,1,1,111,Lost
640,24,1,50.0,1,1,1,111,Lost
641,88,1,28.0,3,1,5,315,Lost
642,78,1,23.0,3,1,4,314,Lost
643,25,1,14.0,4,1,1,411,Potential Loyalists
644,57,1,10.0,5,1,3,513,Potential Loyalists
645,93,1,37.0,2,1,5,215,Hibernating
646,42,1,15.0,4,1,2,412,Potential Loyalists
647,54,1,19.0,4,1,3,413,Potential Loyalists
648,70,1,23.0,3,1,4,314,Lost
649,31,1,35.0,2,1,1,211,Lost
650,93,1,33.0,2,1,5,215,Hibernating
651,40,1,12.0,4,1,2,412,Potential Loyalists
652,32,1,41.0,1,1,1,111,Lost
653,27,1,27.0,3,1,1,311,Lost
654,68,1,45.0,1,1,3,113,Hibernating
655,59,1,23.0,3,1,3,313,Lost
656,36,1,19.0,4,1,2,412,Potential Loyalists
657,23,1,6.0,5,1,1,511,Potential Loyalists
658,80,1,6.0,5,1,4,514,Potential Loyalists
659,37,1,20.0,4,1,2,412,Potential Loyalists
660,52,1,8.0,5,1,3,513,Potential Loyalists
661,79,1,39.0,2,1,4,214,Hibernating
662,68,1,39.0,2,1,3,213,Hibernating
663,98,1,39.0,2,1,5,215,Hibernating
664,83,1,23.0,3,1,4,314,Lost
665,83,1,41.0,1,1,4,114,Hibernating
666,55,1,50.0,1,1,3,113,Hibernating
667,26,1,30.0,3,1,1,311,Lost
668,76,1,32.0,2,1,4,214,Hibernating
669,85,1,35.0,2,1,5,215,Hibernating
670,89,1,45.0,1,1,5,115,Hibernating
671,41,1,37.0,2,1,2,212,Lost
672,30,1,45.0,1,1,1,111,Lost
673,53,1,29.0,3,1,3,313,Lost
674,66,1,27.0,3,1,3,313,Lost
675,33,1,36.0,2,1,1,211,Lost
676,86,1,9.0,5,1,5,515,Potential Loyalists
677,60,1,38.0,2,1,3,213,Hibernating
678,62,1,41.0,1,1,3,113,Hibernating
679,74,1,25.0,3,1,4,314,Lost
680,95,1,37.0,2,1,5,215,Hibernating
681,25,1,3.0,5,1,1,511,Potential Loyalists
682,59,1,24.0,3,1,3,313,Lost
683,29,1,49.0,1,1,1,111,Lost
684,36,1,3.0,5,1,2,512,Potential Loyalists
685,82,1,42.0,1,1,4,114,Hibernating
686,71,1,32.0,2,1,4,214,Hibernating
687,35,1,33.0,2,1,1,211,Lost
688,38,1,46.0,1,1,2,112,Lost
689,59,1,44.0,1,1,3,113,Hibernating
690,91,1,35.0,2,1,5,215,Hibernating
691,68,1,45.0,1,1,3,113,Hibernating
692,21,1,37.0,2,1,1,211,Lost
693,95,1,40.0,2,1,5,215,Hibernating
694,52,1,30.0,3,1,3,313,Lost
695,21,1,38.0,2,1,1,211,Lost
696,67,1,15.0,4,1,3,413,Potential Loyalists
697,42,1,49.0,1,1,2,112,Lost
698,63,1,40.0,2,1,3,213,Hibernating
699,41,1,40.0,2,1,2,212,Lost
700,46,1,5.0,5,1,2,512,Potential Loyalists
701,79,1,5.0,5,1,4,514,Potential Loyalists
702,90,1,5.0,5,1,5,515,Potential Loyalists
703,71,1,1.0,5,1,4,514,Potential Loyalists
704,87,1,21.0,3,1,5,315,Lost
705,66,1,18.0,4,1,3,413,Potential Loyalists
706,90,1,49.0,1,1,5,115,Hibernating
707,47,1,27.0,3,1,2,312,Lost
708,38,1,21.0,3,1,2,312,Lost
709,50,1,19.0,4,1,2,412,Potential Loyalists
710,79,1,23.0,3,1,4,314,Lost
711,91,1,26.0,3,1,5,315,Lost
712,60,1,13.0,4,1,3,413,Potential Loyalists
713,81,1,36.0,2,1,4,214,Hibernating
714,90,1,39.0,2,1,5,215,Hibernating
715,70,1,40.0,2,1,4,214,Hibernating
716,63,1,37.0,2,1,3,213,Hibernating
717,29,1,9.0,5,1,1,511,Potential Loyalists
718,90,1,7.0,5,1,5,515,Potential Loyalists
719,22,1,25.0,3,1,1,311,Lost
720,22,1,42.0,1,1,1,111,Lost
721,62,1,19.0,4,1,3,413,Potential Loyalists
722,57,1,41.0,1,1,3,113,Hibernating
723,32,1,50.0,1,1,1,111,Lost
724,53,1,43.0,1,1,3,113,Hibernating
725,79,1,36.0,2,1,4,214,Hibernating
726,61,1,33.0,2,1,3,213,Hibernating
727,78,1,20.0,4,1,4,414,Potential Loyalists
728,97,1,37.0,2,1,5,215,Hibernating
729,78,1,12.0,4,1,4,414,Potential Loyalists
730,56,1,46.0,1,1,3,113,Hibernating
731,25,1,28.0,3,1,1,311,Lost
732,28,1,30.0,3,1,1,311,Lost
733,57,1,28.0,3,1,3,313,Lost
734,36,1,20.0,4,1,2,412,Potential Loyalists
735,69,1,39.0,2,1,4,214,Hibernating
736,48,1,48.0,1,1,2,112,Lost
737,58,1,32.0,2,1,3,213,Hibernating
738,24,1,28.0,3,1,1,311,Lost
739,31,1,27.0,3,1,1,311,Lost
740,29,1,26.0,3,1,1,311,Lost
741,69,1,22.0,3,1,4,314,Lost
742,79,1,23.0,3,1,4,314,Lost
743,39,1,21.0,3,1,2,312,Lost
744,84,1,36.0,2,1,4,214,Hibernating
745,66,1,42.0,1,1,3,113,Hibernating
746,92,1,4.0,5,1,5,515,Potential Loyalists
747,45,1,47.0,1,1,2,112,Lost
748,74,1,13.0,4,1,4,414,Potential Loyalists
749,39,1,8.0,5,1,2,512,Potential Loyalists
750,71,1,11.0,4,1,4,414,Potential Loyalists
751,95,1,5.0,5,1,5,515,Potential Loyalists
752,72,1,1.0,5,1,4,514,Potential Loyalists
753,85,1,17.0,4,1,5,415,Potential Loyalists
754,54,1,27.0,3,1,3,313,Lost
755,41,1,3.0,5,1,2,512,Potential Loyalists
756,24,1,22.0,3,1,1,311,Lost
757,99,1,24.0,3,1,5,315,Lost
758,32,1,18.0,4,1,1,411,Potential Loyalists
759,71,1,39.0,2,1,4,214,Hibernating
760,49,1,25.0,3,1,2,312,Lost
761,50,1,6.0,5,1,2,512,Potential Loyalists
762,91,1,26.0,3,1,5,315,Lost
763,46,1,43.0,1,1,2,112,Lost
764,50,1,6.0,5,1,2,512,Potential Loyalists
765,39,1,6.0,5,1,2,512,Potential Loyalists
766,99,1,13.0,4,1,5,415,Potential Loyalists
767,48,1,13.0,4,1,2,412,Potential Loyalists
768,77,1,11.0,4,1,4,414,Potential Loyalists
769,95,1,45.0,1,1,5,115,Hibernating
770,100,1,8.0,5,1,5,515,Potential Loyalists
771,54,1,8.0,5,1,3,513,Potential Loyalists
772,68,1,34.0,2,1,3,213,Hibernating
773,22,1,40.0,2,1,1,211,Lost
774,84,1,14.0,4,1,4,414,Potential Loyalists
775,46,1,11.0,4,1,2,412,Potential Loyalists
776,53,1,8.0,5,1,3,513,Potential Loyalists
777,60,1,8.0,5,1,3,513,Potential Loyalists
778,32,1,37.0,2,1,1,211,Lost
779,50,1,23.0,3,1,2,312,Lost
780,94,1,38.0,2,1,5,215,Hibernating
781,26,1,38.0,2,2,1,221,Lost
782,44,1,12.0,4,2,2,422,Potential Loyalists
783,57,1,15.0,4,2,3,423,Potential Loyalists
784,65,1,38.0,2,2,3,223,Hibernating
785,72,1,41.0,1,2,4,124,Hibernating
786,62,1,37.0,2,2,3,223,Hibernating
787,21,1,16.0,4,2,1,421,Potential Loyalists
788,85,1,25.0,3,2,5,325,Lost
789,51,1,18.0,4,2,2,422,Potential Loyalists
790,84,1,4.0,5,2,4,524,Potential Loyalists
791,37,1,12.0,4,2,2,422,Potential Loyalists
792,44,1,35.0,2,2,2,222,Lost
793,45,1,45.0,1,2,2,122,Lost
794,35,1,16.0,4,2,1,421,Potential Loyalists
795,50,1,10.0,5,2,2,522,Potential Loyalists
796,26,1,34.0,2,2,1,221,Lost
797,78,1,43.0,1,2,4,124,Hibernating
798,82,1,38.0,2,2,4,224,Hibernating
799,39,1,48.0,1,2,2,122,Lost
800,55,1,31.0,2,2,3,223,Hibernating
801,20,1,20.0,4,2,1,421,Potential Loyalists
802,29,1,12.0,4,2,1,421,Potential Loyalists
803,41,1,2.0,5,2,2,522,Potential Loyalists
804,38,1,30.0,3,2,2,322,Lost
805,47,1,28.0,3,2,2,322,Lost
806,30,1,40.0,2,2,1,221,Lost
807,56,1,46.0,1,2,3,123,Hibernating
808,89,1,15.0,4,2,5,425,Potential Loyalists
809,96,1,38.0,2,2,5,225,Hibernating
810,81,1,30.0,3,2,4,324,Lost
811,83,1,32.0,2,2,4,224,Hibernating
812,35,1,36.0,2,2,1,221,Lost
813,56,1,32.0,2,2,3,223,Hibernating
814,45,1,14.0,4,2,2,422,Potential Loyalists
815,62,1,8.0,5,2,3,523,Potential Loyalists
816,84,1,27.0,3,2,4,324,Lost
817,24,1,24.0,3,2,1,321,Lost
818,21,1,30.0,3,2,1,321,Lost
819,91,1,34.0,2,2,5,225,Hibernating
820,36,1,28.0,3,2,2,322,Lost
821,39,1,27.0,3,2,2,322,Lost
822,39,1,31.0,2,2,2,222,Lost
823,59,1,23.0,3,2,3,323,Lost
824,27,1,11.0,4,2,1,421,Potential Loyalists
825,94,1,48.0,1,2,5,125,Hibernating
826,94,1,17.0,4,2,5,425,Potential Loyalists
827,94,1,36.0,2,2,5,225,Hibernating
828,51,1,33.0,2,2,2,222,Lost
829,62,1,27.0,3,2,3,323,Lost
830,57,1,14.0,4,2,3,423,Potential Loyalists
831,76,1,5.0,5,2,4,524,Potential Loyalists
832,63,1,47.0,1,2,3,123,Hibernating
833,80,1,28.0,3,2,4,324,Lost
834,68,1,11.0,4,2,3,423,Potential Loyalists
835,89,1,18.0,4,2,5,425,Potential Loyalists
836,26,1,21.0,3,2,1,321,Lost
837,90,1,22.0,3,2,5,325,Lost
838,28,1,33.0,2,2,1,221,Lost
839,29,1,49.0,1,2,1,121,Lost
840,31,1,10.0,5,2,1,521,Potential Loyalists
841,24,1,18.0,4,2,1,421,Potential Loyalists
842,88,1,28.0,3,2,5,325,Lost
843,87,1,25.0,3,2,5,325,Lost
844,80,1,6.0,5,2,4,524,Potential Loyalists
845,48,1,44.0,1,2,2,122,Lost
846,21,1,30.0,3,2,1,321,Lost
847,72,1,42.0,1,2,4,124,Hibernating
848,44,1,30.0,3,2,2,322,Lost
849,73,1,33.0,2,2,4,224,Hibernating
850,61,1,24.0,3,2,3,323,Lost
851,20,1,13.0,4,2,1,421,Potential Loyalists
852,86,1,19.0,4,2,5,425,Potential Loyalists
853,60,1,23.0,3,2,3,323,Lost
854,43,1,35.0,2,2,2,222,Lost
855,44,1,22.0,3,2,2,322,Lost
856,76,1,14.0,4,2,4,424,Potential Loyalists
857,33,1,47.0,1,2,1,121,Lost
858,60,1,50.0,1,2,3,123,Hibernating
859,26,1,33.0,2,2,1,221,Lost
860,73,1,7.0,5,2,4,524,Potential Loyalists
861,87,1,3.0,5,2,5,525,Potential Loyalists
862,100,1,35.0,2,2,5,225,Hibernating
863,84,1,13.0,4,2,4,424,Potential Loyalists
864,41,1,42.0,1,2,2,122,Lost
865,59,1,5.0,5,2,3,523,Potential Loyalists
866,26,1,23.0,3,2,1,321,Lost
867,69,1,11.0,4,2,4,424,Potential Loyalists
868,20,1,23.0,3,2,1,321,Lost
869,83,1,2.0,5,2,4,524,Potential Loyalists
870,54,1,33.0,2,2,3,223,Hibernating
871,66,1,6.0,5,2,3,523,Potential Loyalists
872,42,1,45.0,1,2,2,122,Lost
873,33,1,25.0,3,2,1,321,Lost
874,77,1,24.0,3,2,4,324,Lost
875,65,1,10.0,5,2,3,523,Potential Loyalists
876,39,1,7.0,5,2,2,522,Potential Loyalists
877,51,1,1.0,5,2,2,522,Potential Loyalists
878,65,1,45.0,1,2,3,123,Hibernating
879,89,1,37.0,2,2,5,225,Hibernating
880,76,1,14.0,4,2,4,424,Potential Loyalists
881,75,1,25.0,3,2,4,324,Lost
882,61,1,18.0,4,2,3,423,Potential Loyalists
883,35,1,37.0,2,2,1,221,Lost
884,37,1,30.0,3,2,2,322,Lost
885,91,1,34.0,2,2,5,225,Hibernating
886,99,1,49.0,1,2,5,125,Hibernating
887,54,1,48.0,1,2,3,123,Hibernating
888,47,1,33.0,2,2,2,222,Lost
889,77,1,44.0,1,2,4,124,Hibernating
890,84,1,50.0,1,2,4,124,Hibernating
891,51,1,47.0,1,2,2,122,Lost
892,26,1,24.0,3,2,1,321,Lost
893,64,1,43.0,1,2,3,123,Hibernating
894,51,1,14.0,4,2,2,422,Potential Loyalists
895,60,1,3.0,5,2,3,523,Potential Loyalists
896,69,1,33.0,2,2,4,224,Hibernating
897,29,1,38.0,2,2,1,221,Lost
898,91,1,46.0,1,2,5,125,Hibernating
899,70,1,19.0,4,2,4,424,Potential Loyalists
900,58,1,20.0,4,2,3,423,Potential Loyalists
901,98,1,42.0,1,2,5,125,Hibernating
902,68,1,34.0,2,2,3,223,Hibernating
903,44,1,5.0,5,2,2,522,Potential Loyalists
904,45,1,3.0,5,2,2,522,Potential Loyalists
905,99,1,46.0,1,2,5,125,Hibernating
906,68,1,16.0,4,2,3,423,Potential Loyalists
907,56,1,21.0,3,2,3,323,Lost
908,43,1,34.0,2,2,2,222,Lost
909,99,1,9.0,5,2,5,525,Potential Loyalists
910,56,1,36.0,2,2,3,223,Hibernating
911,25,1,22.0,3,2,1,321,Lost
912,74,1,2.0,5,2,4,524,Potential Loyalists
913,56,1,32.0,2,2,3,223,Hibernating
914,47,1,29.0,3,2,2,322,Lost
915,67,1,27.0,3,2,3,323,Lost
916,22,1,33.0,2,2,1,221,Lost
917,34,1,16.0,4,2,1,421,Potential Loyalists
918,64,1,11.0,4,2,3,423,Potential Loyalists
919,42,1,11.0,4,2,2,422,Potential Loyalists
920,82,1,17.0,4,2,4,424,Potential Loyalists
921,81,1,37.0,2,2,4,224,Hibernating
922,24,1,18.0,4,2,1,421,Potential Loyalists
923,60,1,13.0,4,2,3,423,Potential Loyalists
924,24,1,7.0,5,2,1,521,Potential Loyalists
925,78,1,37.0,2,2,4,224,Hibernating
926,88,1,8.0,5,2,5,525,Potential Loyalists
927,63,1,11.0,4,2,3,423,Potential Loyalists
928,78,1,8.0,5,2,4,524,Potential Loyalists
929,37,1,31.0,2,2,2,222,Lost
930,94,1,26.0,3,2,5,325,Lost
931,78,1,20.0,4,2,4,424,Potential Loyalists
932,36,1,24.0,3,2,2,322,Lost
933,24,1,45.0,1,2,1,121,Lost
934,84,1,33.0,2,2,4,224,Hibernating
935,47,1,21.0,3,2,2,322,Lost
936,51,1,2.0,5,2,2,522,Potential Loyalists
937,84,1,28.0,3,2,4,324,Lost
938,24,1,18.0,4,2,1,421,Potential Loyalists
939,97,1,21.0,3,2,5,325,Lost
940,89,1,24.0,3,2,5,325,Lost
941,44,1,15.0,4,2,2,422,Potential Loyalists
942,35,1,38.0,2,2,1,221,Lost
943,91,1,38.0,2,2,5,225,Hibernating
944,63,1,13.0,4,2,3,423,Potential Loyalists
945,97,1,39.0,2,2,5,225,Hibernating
946,38,1,8.0,5,2,2,522,Potential Loyalists
947,24,1,4.0,5,2,1,521,Potential Loyalists
948,32,1,6.0,5,2,1,521,Potential Loyalists
949,90,1,11.0,4,2,5,425,Potential Loyalists
950,36,1,49.0,1,2,2,122,Lost
951,37,1,30.0,3,2,2,322,Lost
952,51,1,34.0,2,2,2,222,Lost
953,71,1,28.0,3,2,4,324,Lost
954,50,1,36.0,2,2,2,222,Lost
955,74,1,18.0,4,2,4,424,Potential Loyalists
956,75,1,4.0,5,2,4,524,Potential Loyalists
957,99,1,42.0,1,2,5,125,Hibernating
958,23,1,11.0,4,2,1,421,Potential Loyalists
959,53,1,31.0,2,2,3,223,Hibernating
960,99,1,12.0,4,2,5,425,Potential Loyalists
961,48,1,20.0,4,2,2,422,Potential Loyalists
962,72,1,37.0,2,2,4,224,Hibernating
963,64,1,26.0,3,2,3,323,Lost
964,63,1,14.0,4,2,3,423,Potential Loyalists
965,51,1,12.0,4,2,2,422,Potential Loyalists
966,55,1,10.0,5,2,3,523,Potential Loyalists
967,55,1,19.0,4,2,3,423,Potential Loyalists
968,26,1,4.0,5,2,1,521,Potential Loyalists
969,67,1,48.0,1,2,3,123,Hibernating
970,31,1,37.0,2,2,1,221,Lost
971,66,1,4.0,5,2,3,523,Potential Loyalists
972,67,1,15.0,4,2,3,423,Potential Loyalists
973,61,1,33.0,2,2,3,223,Hibernating
974,75,1,30.0,3,2,4,324,Lost
975,90,1,23.0,3,2,5,325,Lost
976,40,1,2.0,5,2,2,522,Potential Loyalists
977,90,1,50.0,1,2,5,125,Hibernating
978,20,1,34.0,2,2,1,221,Lost
979,40,1,33.0,2,2,2,222,Lost
980,33,1,34.0,2,2,1,221,Lost
981,98,1,39.0,2,2,5,225,Hibernating
982,42,1,47.0,1,2,2,122,Lost
983,62,1,37.0,2,2,3,223,Hibernating
984,45,1,40.0,2,2,2,222,Lost
985,78,1,8.0,5,2,4,524,Potential Loyalists
986,80,1,12.0,4,2,4,424,Potential Loyalists
987,96,1,36.0,2,2,5,225,Hibernating
988,47,1,48.0,1,2,2,122,Lost
989,84,1,47.0,1,2,4,124,Hibernating
990,31,1,2.0,5,2,1,521,Potential Loyalists
991,63,1,24.0,3,2,3,323,Lost
992,97,1,40.0,2,2,5,225,Hibernating
993,99,1,50.0,1,2,5,125,Hibernating
994,90,1,25.0,3,2,5,325,Lost
995,68,1,20.0,4,2,3,423,Potential Loyalists
996,80,1,10.0,5,2,4,524,Potential Loyalists
997,91,1,32.0,2,2,5,225,Hibernating
998,30,1,31.0,2,2,1,221,Lost
999,90,1,48.0,1,2,5,125,Hibernating
1000,28,1,23.0,3,2,1,321,Lost
1001,46,1,1.0,5,2,2,522,Potential Loyalists
1002,60,1,4.0,5,2,3,523,Potential Loyalists
1003,59,1,3.0,5,2,3,523,Potential Loyalists
1004,68,1,3.0,5,2,3,523,Potential Loyalists
1005,79,1,44.0,1,2,4,124,Hibernating
1006,94,1,5.0,5,2,5,525,Potential Loyalists
1007,83,1,50.0,1,2,4,124,Hibernating
1008,62,1,2.0,5,2,3,523,Potential Loyalists
1009,85,1,29.0,3,2,5,325,Lost
1010,30,1,11.0,4,2,1,421,Potential Loyalists
1011,24,1,37.0,2,2,1,221,Lost
1012,25,1,32.0,2,2,1,221,Lost
1013,37,1,27.0,3,2,2,322,Lost
1014,69,1,31.0,2,2,4,224,Hibernating
1015,97,1,36.0,2,2,5,225,Hibernating
1016,24,1,34.0,2,2,1,221,Lost
1017,30,1,15.0,4,2,1,421,Potential Loyalists
1018,53,1,14.0,4,2,3,423,Potential Loyalists
1019,70,1,46.0,1,2,4,124,Hibernating
1020,76,1,33.0,2,2,4,224,Hibernating
1021,95,1,41.0,1,2,5,125,Hibernating
1022,51,1,39.0,2,2,2,222,Lost
1023,41,1,7.0,5,2,2,522,Potential Loyalists
1024,71,1,29.0,3,2,4,324,Lost
1025,66,1,18.0,4,2,3,423,Potential Loyalists
1026,84,1,15.0,4,2,4,424,Potential Loyalists
1027,95,1,39.0,2,2,5,225,Hibernating
1028,90,1,11.0,4,2,5,425,Potential Loyalists
1029,36,1,4.0,5,2,2,522,Potential Loyalists
1030,22,1,33.0,2,2,1,221,Lost
1031,89,1,37.0,2,2,5,225,Hibernating
1032,50,1,32.0,2,2,2,222,Lost
1033,36,1,44.0,1,2,2,122,Lost
1034,52,1,41.0,1,2,3,123,Hibernating
1035,29,1,44.0,1,2,1,121,Lost
1036,89,1,32.0,2,2,5,225,Hibernating
1037,47,1,13.0,4,2,2,422,Potential Loyalists
1038,25,1,48.0,1,2,1,121,Lost
1039,74,1,3.0,5,2,4,524,Potential Loyalists
1040,46,1,39.0,2,2,2,222,Lost
1041,22,1,7.0,5,2,1,521,Potential Loyalists
1042,25,1,11.0,4,2,1,421,Potential Loyalists
1043,80,1,47.0,1,2,4,124,Hibernating
1044,76,1,28.0,3,2,4,324,Lost
1045,30,1,17.0,4,2,1,421,Potential Loyalists
1046,79,1,11.0,4,2,4,424,Potential Loyalists
1047,22,1,12.0,4,2,1,421,Potential Loyalists
1048,36,1,7.0,5,2,2,522,Potential Loyalists
1049,77,1,19.0,4,2,4,424,Potential Loyalists
1050,33,1,24.0,3,2,1,321,Lost
1051,64,1,19.0,4,2,3,423,Potential Loyalists
1052,53,1,39.0,2,2,3,223,Hibernating
1053,36,1,1.0,5,2,2,522,Potential Loyalists
1054,70,1,10.0,5,2,4,524,Potential Loyalists
1055,96,1,48.0,1,2,5,125,Hibernating
1056,27,1,24.0,3,2,1,321,Lost
1057,64,1,42.0,1,2,3,123,Hibernating
1058,23,1,20.0,4,2,1,421,Potential Loyalists
1059,33,1,49.0,1,2,1,121,Lost
1060,34,1,25.0,3,2,1,321,Lost
1061,35,1,21.0,3,2,1,321,Lost
1062,62,1,12.0,4,2,3,423,Potential Loyalists
1063,75,1,21.0,3,2,4,324,Lost
1064,29,1,35.0,2,2,1,221,Lost
1065,28,1,42.0,1,2,1,121,Lost
1066,20,1,3.0,5,2,1,521,Potential Loyalists
1067,96,1,11.0,4,2,5,425,Potential Loyalists
1068,43,1,22.0,3,2,2,322,Lost
1069,94,1,47.0,1,2,5,125,Hibernating
1070,81,1,33.0,2,2,4,224,Hibernating
1071,75,1,50.0,1,2,4,124,Hibernating
1072,81,1,46.0,1,2,4,124,Hibernating
1073,92,1,34.0,2,2,5,225,Hibernating
1074,96,1,33.0,2,2,5,225,Hibernating
1075,71,1,45.0,1,2,4,124,Hibernating
1076,50,1,32.0,2,2,2,222,Lost
1077,72,1,47.0,1,2,4,124,Hibernating
1078,28,1,5.0,5,2,1,521,Potential Loyalists
1079,59,1,49.0,1,2,3,123,Hibernating
1080,33,1,48.0,1,2,1,121,Lost
1081,59,1,22.0,3,2,3,323,Lost
1082,30,1,45.0,1,2,1,121,Lost
1083,85,1,30.0,3,2,5,325,Lost
1084,97,1,43.0,1,2,5,125,Hibernating
1085,36,1,48.0,1,2,2,122,Lost
1086,85,1,23.0,3,2,5,325,Lost
1087,62,1,27.0,3,2,3,323,Lost
1088,71,1,7.0,5,2,4,524,Potential Loyalists
1089,21,1,2.0,5,2,1,521,Potential Loyalists
1090,61,1,33.0,2,2,3,223,Hibernating
1091,58,1,27.0,3,2,3,323,Lost
1092,80,1,6.0,5,2,4,524,Potential Loyalists
1093,50,1,20.0,4,2,2,422,Potential Loyalists
1094,48,1,46.0,1,2,2,122,Lost
1095,40,1,25.0,3,2,2,322,Lost
1096,34,1,30.0,3,2,1,321,Lost
1097,46,1,48.0,1,2,2,122,Lost
1098,27,1,47.0,1,2,1,121,Lost
1099,98,1,27.0,3,2,5,325,Lost
1100,73,1,45.0,1,2,4,124,Hibernating
1101,28,1,2.0,5,2,1,521,Potential Loyalists
1102,76,1,39.0,2,2,4,224,Hibernating
1103,83,1,24.0,3,2,4,324,Lost
1104,23,1,8.0,5,2,1,521,Potential Loyalists
1105,28,1,8.0,5,2,1,521,Potential Loyalists
1106,83,1,6.0,5,2,4,524,Potential Loyalists
1107,96,1,12.0,4,2,5,425,Potential Loyalists
1108,62,1,26.0,3,2,3,323,Lost
1109,25,1,50.0,1,2,1,121,Lost
1110,97,1,2.0,5,2,5,525,Potential Loyalists
1111,61,1,31.0,2,2,3,223,Hibernating
1112,66,1,4.0,5,2,3,523,Potential Loyalists
1113,67,1,32.0,2,2,3,223,Hibernating
1114,80,1,11.0,4,2,4,424,Potential Loyalists
1115,25,1,47.0,1,2,1,121,Lost
1116,58,1,37.0,2,2,3,223,Hibernating
1117,96,1,39.0,2,2,5,225,Hibernating
1118,77,1,24.0,3,2,4,324,Lost
1119,65,1,11.0,4,2,3,423,Potential Loyalists
1120,36,1,36.0,2,2,2,222,Lost
1121,84,1,40.0,2,2,4,224,Hibernating
1122,58,1,25.0,3,2,3,323,Lost
1123,62,1,12.0,4,2,3,423,Potential Loyalists
1124,67,1,38.0,2,2,3,223,Hibernating
1125,20,1,40.0,2,2,1,221,Lost
1126,90,1,10.0,5,2,5,525,Potential Loyalists
1127,58,1,47.0,1,2,3,123,Hibernating
1128,53,1,22.0,3,2,3,323,Lost
1129,30,1,35.0,2,2,1,221,Lost
1130,65,1,46.0,1,2,3,123,Hibernating
1131,41,1,30.0,3,2,2,322,Lost
1132,73,1,20.0,4,2,4,424,Potential Loyalists
1133,98,1,25.0,3,2,5,325,Lost
1134,36,1,29.0,3,2,2,322,Lost
1135,81,1,2.0,5,2,4,524,Potential Loyalists
1136,90,1,32.0,2,2,5,225,Hibernating
1137,83,1,37.0,2,2,4,224,Hibernating
1138,91,1,16.0,4,2,5,425,Potential Loyalists
1139,36,1,32.0,2,2,2,222,Lost
